method_key,method_label,image_id,haze_level,psnr,ssim_gaussian11,deltaE00
spagan,SpA-GAN,satehaze1k_test_thin_001,thin,22.764318466186523,0.907578706741333,6.512022495269775
spagan,SpA-GAN,satehaze1k_test_thin_002,thin,22.22651481628418,0.8981190919876099,6.973537445068359
spagan,SpA-GAN,satehaze1k_test_thin_003,thin,23.323495864868164,0.8863910436630249,5.892269134521484
spagan,SpA-GAN,satehaze1k_test_thin_004,thin,23.44436264038086,0.8936782479286194,5.729437828063965
spagan,SpA-GAN,satehaze1k_test_thin_005,thin,22.231220245361328,0.8721713423728943,6.487628936767578
spagan,SpA-GAN,satehaze1k_test_thin_006,thin,23.313505172729492,0.8978492021560669,5.666391849517822
spagan,SpA-GAN,satehaze1k_test_thin_007,thin,23.658124923706055,0.9004848599433899,5.919131755828857
spagan,SpA-GAN,satehaze1k_test_thin_008,thin,22.568683624267578,0.8987434506416321,6.663747787475586
spagan,SpA-GAN,satehaze1k_test_thin_009,thin,22.342971801757812,0.8792323470115662,6.40372371673584
spagan,SpA-GAN,satehaze1k_test_thin_010,thin,21.999614715576172,0.8663758039474487,6.579740524291992
spagan,SpA-GAN,satehaze1k_test_thin_011,thin,23.392520904541016,0.8890182971954346,5.848878860473633
spagan,SpA-GAN,satehaze1k_test_thin_012,thin,22.790809631347656,0.8770625591278076,6.128963947296143
spagan,SpA-GAN,satehaze1k_test_thin_013,thin,22.128141403198242,0.8691628575325012,6.506296634674072
spagan,SpA-GAN,satehaze1k_test_thin_014,thin,23.793394088745117,0.8972170948982239,5.775490760803223
spagan,SpA-GAN,satehaze1k_test_thin_015,thin,22.96891212463379,0.9101841449737549,6.430139064788818
spagan,SpA-GAN,satehaze1k_test_thin_016,thin,23.57135009765625,0.8982177376747131,5.863779067993164
spagan,SpA-GAN,satehaze1k_test_thin_017,thin,22.491558074951172,0.8871200680732727,6.680674076080322
spagan,SpA-GAN,satehaze1k_test_thin_018,thin,23.343257904052734,0.8848284482955933,5.930074691772461
spagan,SpA-GAN,satehaze1k_test_thin_019,thin,23.049659729003906,0.896251916885376,6.114593505859375
spagan,SpA-GAN,satehaze1k_test_thin_020,thin,23.687084197998047,0.8886408805847168,5.567242622375488
spagan,SpA-GAN,satehaze1k_test_thin_021,thin,23.92188262939453,0.8953391313552856,5.460580825805664
spagan,SpA-GAN,satehaze1k_test_thin_022,thin,23.027591705322266,0.9009584188461304,5.745346546173096
spagan,SpA-GAN,satehaze1k_test_thin_023,thin,22.25419807434082,0.8941693305969238,7.072795391082764
spagan,SpA-GAN,satehaze1k_test_thin_024,thin,23.839445114135742,0.8971682190895081,5.514233112335205
spagan,SpA-GAN,satehaze1k_test_thin_025,thin,22.52141571044922,0.8800815939903259,6.642936706542969
spagan,SpA-GAN,satehaze1k_test_thin_026,thin,23.77922821044922,0.8952696919441223,5.747293472290039
spagan,SpA-GAN,satehaze1k_test_thin_027,thin,22.22245979309082,0.898516833782196,6.975341796875
spagan,SpA-GAN,satehaze1k_test_thin_028,thin,23.417417526245117,0.8807618021965027,5.670031547546387
spagan,SpA-GAN,satehaze1k_test_thin_029,thin,23.530391693115234,0.8840661644935608,5.699855804443359
spagan,SpA-GAN,satehaze1k_test_thin_030,thin,23.582487106323242,0.8910738229751587,5.62076997756958
spagan,SpA-GAN,satehaze1k_test_thin_031,thin,23.400556564331055,0.8809745907783508,5.8070068359375
spagan,SpA-GAN,satehaze1k_test_thin_032,thin,23.705738067626953,0.9055569767951965,5.7080793380737305
spagan,SpA-GAN,satehaze1k_test_thin_033,thin,23.160099029541016,0.8799025416374207,5.9049577713012695
spagan,SpA-GAN,satehaze1k_test_thin_034,thin,23.542095184326172,0.8946251273155212,5.832200050354004
spagan,SpA-GAN,satehaze1k_test_thin_035,thin,21.84464454650879,0.8763471245765686,6.7518486976623535
spagan,SpA-GAN,satehaze1k_test_thin_036,thin,23.668121337890625,0.8910431265830994,5.730998516082764
spagan,SpA-GAN,satehaze1k_test_thin_037,thin,21.885154724121094,0.8741943836212158,6.594117164611816
spagan,SpA-GAN,satehaze1k_test_thin_038,thin,23.82625961303711,0.9050703644752502,5.724636077880859
spagan,SpA-GAN,satehaze1k_test_thin_039,thin,23.34659194946289,0.8777289390563965,5.746829509735107
spagan,SpA-GAN,satehaze1k_test_thin_040,thin,23.70148468017578,0.8964096307754517,5.512691974639893
spagan,SpA-GAN,satehaze1k_test_thin_041,thin,23.603595733642578,0.8940619230270386,5.781610012054443
spagan,SpA-GAN,satehaze1k_test_thin_042,thin,23.329143524169922,0.897925615310669,5.657090663909912
spagan,SpA-GAN,satehaze1k_test_thin_043,thin,23.52661895751953,0.9011274576187134,5.876238822937012
spagan,SpA-GAN,satehaze1k_test_thin_044,thin,23.853347778320312,0.9076128005981445,5.706274032592773
spagan,SpA-GAN,satehaze1k_test_thin_045,thin,23.330265045166016,0.8865476846694946,5.903284549713135
spagan,SpA-GAN,satehaze1k_test_moderate_001,moderate,21.435890197753906,0.809029757976532,9.296592712402344
spagan,SpA-GAN,satehaze1k_test_moderate_002,moderate,22.040807723999023,0.7583097219467163,10.066027641296387
spagan,SpA-GAN,satehaze1k_test_moderate_003,moderate,23.68364715576172,0.8593577146530151,7.23453950881958
spagan,SpA-GAN,satehaze1k_test_moderate_004,moderate,22.331850051879883,0.8267180919647217,8.521788597106934
spagan,SpA-GAN,satehaze1k_test_moderate_005,moderate,22.948741912841797,0.8540418148040771,7.7648539543151855
spagan,SpA-GAN,satehaze1k_test_moderate_006,moderate,22.843364715576172,0.8251540660858154,8.978883743286133
spagan,SpA-GAN,satehaze1k_test_moderate_007,moderate,23.921117782592773,0.8754516839981079,7.178521633148193
spagan,SpA-GAN,satehaze1k_test_moderate_008,moderate,22.088897705078125,0.8074297904968262,9.37066650390625
spagan,SpA-GAN,satehaze1k_test_moderate_009,moderate,22.108917236328125,0.8383599519729614,8.305760383605957
spagan,SpA-GAN,satehaze1k_test_moderate_010,moderate,23.910057067871094,0.8939551115036011,6.746921539306641
spagan,SpA-GAN,satehaze1k_test_moderate_011,moderate,22.774829864501953,0.8562721014022827,7.552542209625244
spagan,SpA-GAN,satehaze1k_test_moderate_012,moderate,23.465120315551758,0.8928313851356506,7.301778316497803
spagan,SpA-GAN,satehaze1k_test_moderate_013,moderate,23.383079528808594,0.8986282348632812,7.334144592285156
spagan,SpA-GAN,satehaze1k_test_moderate_014,moderate,24.65860366821289,0.86490797996521,7.390969276428223
spagan,SpA-GAN,satehaze1k_test_moderate_015,moderate,22.880168914794922,0.7797349691390991,9.012948036193848
spagan,SpA-GAN,satehaze1k_test_moderate_016,moderate,23.420717239379883,0.8589563369750977,7.957498550415039
spagan,SpA-GAN,satehaze1k_test_moderate_017,moderate,25.77028465270996,0.8987593054771423,6.178946018218994
