method_key,method_label,image_id,haze_level,psnr,ssim_gaussian11,deltaE00
trinitynet,Trinity-Net,satehaze1k_test_moderate_027,moderate,23.094074249267578,0.8897894620895386,6.754595756530762
trinitynet,Trinity-Net,satehaze1k_test_moderate_028,moderate,24.069883346557617,0.8842408657073975,7.254386901855469
trinitynet,Trinity-Net,satehaze1k_test_moderate_029,moderate,18.59785270690918,0.7687562108039856,9.956461906433105
trinitynet,Trinity-Net,satehaze1k_test_moderate_030,moderate,24.067533493041992,0.8439808487892151,7.7703680992126465
trinitynet,Trinity-Net,satehaze1k_test_moderate_031,moderate,23.61046028137207,0.8570530414581299,7.659953594207764
trinitynet,Trinity-Net,satehaze1k_test_moderate_032,moderate,26.174625396728516,0.8938052654266357,5.615207672119141
trinitynet,Trinity-Net,satehaze1k_test_moderate_033,moderate,25.7003231048584,0.8901655673980713,6.074105739593506
trinitynet,Trinity-Net,satehaze1k_test_moderate_034,moderate,23.773706436157227,0.8897230625152588,7.023025035858154
trinitynet,Trinity-Net,satehaze1k_test_moderate_035,moderate,24.51197052001953,0.9168862104415894,6.525191307067871
trinitynet,Trinity-Net,satehaze1k_test_moderate_036,moderate,21.368227005004883,0.8224917054176331,8.112269401550293
trinitynet,Trinity-Net,satehaze1k_test_moderate_037,moderate,25.362850189208984,0.8919070363044739,6.7292985916137695
trinitynet,Trinity-Net,satehaze1k_test_moderate_038,moderate,25.889671325683594,0.8938615918159485,6.150936603546143
trinitynet,Trinity-Net,satehaze1k_test_moderate_039,moderate,23.790847778320312,0.8936892151832581,6.855499267578125
trinitynet,Trinity-Net,satehaze1k_test_moderate_040,moderate,24.938213348388672,0.889921247959137,7.563107967376709
trinitynet,Trinity-Net,satehaze1k_test_moderate_041,moderate,23.308279037475586,0.8647738695144653,8.606878280639648
trinitynet,Trinity-Net,satehaze1k_test_moderate_042,moderate,22.941476821899414,0.8427178859710693,7.57416296005249
trinitynet,Trinity-Net,satehaze1k_test_moderate_043,moderate,20.138538360595703,0.8208377361297607,8.10251235961914
trinitynet,Trinity-Net,satehaze1k_test_moderate_044,moderate,24.643239974975586,0.8683183193206787,7.431517601013184
trinitynet,Trinity-Net,satehaze1k_test_moderate_045,moderate,21.941238403320312,0.791364312171936,9.105159759521484
trinitynet,Trinity-Net,satehaze1k_test_thick_001,thick,20.433452606201172,0.8666827082633972,8.1573486328125
trinitynet,Trinity-Net,satehaze1k_test_thick_002,thick,21.767478942871094,0.8571162819862366,7.40141487121582
trinitynet,Trinity-Net,satehaze1k_test_thick_003,thick,22.022808074951172,0.8593820333480835,8.259703636169434
trinitynet,Trinity-Net,satehaze1k_test_thick_004,thick,20.943506240844727,0.8588195443153381,8.063334465026855
trinitynet,Trinity-Net,satehaze1k_test_thick_005,thick,22.70073127746582,0.8919753432273865,7.8577189445495605
trinitynet,Trinity-Net,satehaze1k_test_thick_006,thick,23.007783889770508,0.8765512704849243,7.60463809967041
trinitynet,Trinity-Net,satehaze1k_test_thick_007,thick,20.584980010986328,0.8666311502456665,8.572795867919922
trinitynet,Trinity-Net,satehaze1k_test_thick_008,thick,22.215116500854492,0.8747308850288391,7.862687110900879
trinitynet,Trinity-Net,satehaze1k_test_thick_009,thick,21.97079086303711,0.8609460592269897,7.783411026000977
trinitynet,Trinity-Net,satehaze1k_test_thick_010,thick,21.092260360717773,0.834815263748169,7.658875942230225
trinitynet,Trinity-Net,satehaze1k_test_thick_011,thick,20.97694206237793,0.8729615211486816,7.8566412925720215
trinitynet,Trinity-Net,satehaze1k_test_thick_012,thick,20.6344051361084,0.8470304608345032,7.838481903076172
trinitynet,Trinity-Net,satehaze1k_test_thick_013,thick,20.705890655517578,0.8554282784461975,8.248927116394043
trinitynet,Trinity-Net,satehaze1k_test_thick_014,thick,21.351987838745117,0.8413649797439575,8.589024543762207
trinitynet,Trinity-Net,satehaze1k_test_thick_015,thick,21.774930953979492,0.857074499130249,7.369142055511475
trinitynet,Trinity-Net,satehaze1k_test_thick_016,thick,20.8053035736084,0.8661251068115234,8.109075546264648
trinitynet,Trinity-Net,satehaze1k_test_thick_017,thick,21.62030792236328,0.8757168650627136,7.692670822143555
trinitynet,Trinity-Net,satehaze1k_test_thick_018,thick,22.497119903564453,0.8881387710571289,7.990299701690674
