image_id,haze_level,psnr,ssim_gaussian11,deltaE00
satehaze1k_test_thin_001,thin,23.011924743652344,0.9484330415725708,6.61710786819458
satehaze1k_test_thin_002,thin,22.966270446777344,0.9544824361801147,7.007421970367432
satehaze1k_test_thin_003,thin,21.41965103149414,0.9247320890426636,7.448792934417725
satehaze1k_test_thin_004,thin,22.039684295654297,0.9423533082008362,7.248377799987793
satehaze1k_test_thin_005,thin,20.33733367919922,0.9220083355903625,8.889876365661621
satehaze1k_test_thin_006,thin,21.872055053710938,0.9342711567878723,7.06252384185791
satehaze1k_test_thin_007,thin,22.45897102355957,0.9464396834373474,6.859601974487305
satehaze1k_test_thin_008,thin,23.300548553466797,0.9499644041061401,6.041678428649902
satehaze1k_test_thin_009,thin,20.988235473632812,0.9282088279724121,7.974828243255615
satehaze1k_test_thin_010,thin,20.416973114013672,0.9214025735855103,8.57595157623291
satehaze1k_test_thin_011,thin,21.336442947387695,0.9248660206794739,7.323115348815918
satehaze1k_test_thin_012,thin,21.700525283813477,0.9305520057678223,7.799559593200684
satehaze1k_test_thin_013,thin,20.690692901611328,0.9235159158706665,8.090372085571289
satehaze1k_test_thin_014,thin,22.485254287719727,0.9391820430755615,6.423460006713867
satehaze1k_test_thin_015,thin,22.810787200927734,0.9492250084877014,7.180830955505371
satehaze1k_test_thin_016,thin,22.809782028198242,0.9449706673622131,6.509294033050537
satehaze1k_test_thin_017,thin,23.269746780395508,0.9464551210403442,6.455531597137451
satehaze1k_test_thin_018,thin,22.3897647857666,0.9352896809577942,7.400323867797852
satehaze1k_test_thin_019,thin,22.466426849365234,0.9417065978050232,6.13356876373291
satehaze1k_test_thin_020,thin,21.108617782592773,0.9221974015235901,7.657887935638428
satehaze1k_test_thin_021,thin,22.020130157470703,0.9364174008369446,7.277313709259033
satehaze1k_test_thin_022,thin,21.666927337646484,0.9343298673629761,7.056602954864502
satehaze1k_test_thin_023,thin,22.791040420532227,0.9531265497207642,7.338549613952637
satehaze1k_test_thin_024,thin,22.34311866760254,0.9398923516273499,6.7659993171691895
satehaze1k_test_thin_025,thin,22.688138961791992,0.9420512318611145,6.933975696563721
satehaze1k_test_thin_026,thin,22.181907653808594,0.9360541701316833,6.463860988616943
satehaze1k_test_thin_027,thin,22.709674835205078,0.9523850083351135,7.760977268218994
satehaze1k_test_thin_028,thin,21.239784240722656,0.924502432346344,7.704975605010986
satehaze1k_test_thin_029,thin,20.779115676879883,0.9117350578308105,7.888071537017822
satehaze1k_test_thin_030,thin,21.824007034301758,0.9360677003860474,7.482876300811768
satehaze1k_test_thin_031,thin,21.45273208618164,0.9259923696517944,7.67949914932251
satehaze1k_test_thin_032,thin,22.434968948364258,0.9410580992698669,6.8223066329956055
satehaze1k_test_thin_033,thin,21.414684295654297,0.9269975423812866,7.871865749359131
satehaze1k_test_thin_034,thin,22.182003021240234,0.9416013360023499,7.270041465759277
satehaze1k_test_thin_035,thin,21.404951095581055,0.9222427010536194,6.721724987030029
satehaze1k_test_thin_036,thin,21.59731101989746,0.9278141856193542,7.318116188049316
satehaze1k_test_thin_037,thin,21.105693817138672,0.9127902984619141,7.495082855224609
satehaze1k_test_thin_038,thin,23.036176681518555,0.9507491588592529,6.301243305206299
satehaze1k_test_thin_039,thin,20.895174026489258,0.9200765490531921,8.052860260009766
satehaze1k_test_thin_040,thin,21.19620132446289,0.9252116680145264,7.24735689163208
satehaze1k_test_thin_041,thin,22.093870162963867,0.9352757930755615,6.255820274353027
satehaze1k_test_thin_042,thin,21.707290649414062,0.9316710233688354,6.980854034423828
satehaze1k_test_thin_043,thin,22.780223846435547,0.9471670389175415,6.548959255218506
satehaze1k_test_thin_044,thin,23.57415008544922,0.9543886184692383,6.186684608459473
satehaze1k_test_thin_045,thin,21.533700942993164,0.9252415299415588,7.285863399505615
satehaze1k_test_moderate_001,moderate,22.269729614257812,0.9262152910232544,8.112348556518555
satehaze1k_test_moderate_002,moderate,25.602123260498047,0.9560659527778625,8.386120796203613
satehaze1k_test_moderate_003,moderate,24.71112823486328,0.9653815031051636,6.322878837585449
satehaze1k_test_moderate_004,moderate,21.346797943115234,0.9066152572631836,9.047822952270508
satehaze1k_test_moderate_005,moderate,20.467037200927734,0.9335097670555115,7.888681411743164
satehaze1k_test_moderate_006,moderate,23.444292068481445,0.9542022943496704,7.1436767578125
satehaze1k_test_moderate_007,moderate,23.683818817138672,0.948289155960083,6.140210151672363
satehaze1k_test_moderate_008,moderate,23.769311904907227,0.949873685836792,6.506208896636963
satehaze1k_test_moderate_009,moderate,24.55111312866211,0.9538399577140808,5.742587566375732
satehaze1k_test_moderate_010,moderate,23.518482208251953,0.9421485066413879,6.178913116455078
satehaze1k_test_moderate_011,moderate,20.55856704711914,0.9026397466659546,7.9510979652404785
satehaze1k_test_moderate_012,moderate,23.48725128173828,0.9615113139152527,5.715620517730713
satehaze1k_test_moderate_013,moderate,22.12476921081543,0.9601445198059082,5.774191856384277
satehaze1k_test_moderate_014,moderate,25.759632110595703,0.9677690267562866,5.988917350769043
satehaze1k_test_moderate_015,moderate,24.064586639404297,0.9360163807868958,6.042983055114746
satehaze1k_test_moderate_016,moderate,23.727157592773438,0.954932451248169,4.613933086395264
satehaze1k_test_moderate_017,moderate,27.287952423095703,0.9733353853225708,4.166630744934082
satehaze1k_test_moderate_018,moderate,21.783903121948242,0.9293305277824402,8.335687637329102
satehaze1k_test_moderate_019,moderate,21.319442749023438,0.9206510782241821,7.660411357879639
satehaze1k_test_moderate_020,moderate,21.266996383666992,0.9322865009307861,5.992776393890381
satehaze1k_test_moderate_021,moderate,23.87008285522461,0.9468656182289124,4.637279510498047
satehaze1k_test_moderate_022,moderate,24.364364624023438,0.9544503092765808,4.487427234649658
satehaze1k_test_moderate_023,moderate,25.935850143432617,0.9656223058700562,6.293227672576904
satehaze1k_test_moderate_024,moderate,22.835933685302734,0.9342575669288635,9.229408264160156
satehaze1k_test_moderate_025,moderate,22.95738410949707,0.9348981380462646,6.02587890625
satehaze1k_test_moderate_026,moderate,24.23780632019043,0.9564949870109558,6.295646667480469
satehaze1k_test_moderate_027,moderate,21.726390838623047,0.9334386587142944,5.788626670837402
satehaze1k_test_moderate_028,moderate,21.013565063476562,0.915259599685669,10.131680488586426
satehaze1k_test_moderate_029,moderate,16.660058975219727,0.8866464495658875,9.16892147064209
satehaze1k_test_moderate_030,moderate,22.318538665771484,0.9312134385108948,6.813440799713135
satehaze1k_test_moderate_031,moderate,20.5275936126709,0.8874857425689697,9.729636192321777
satehaze1k_test_moderate_032,moderate,25.186939239501953,0.9512202739715576,4.845150470733643
satehaze1k_test_moderate_033,moderate,22.056591033935547,0.9270364046096802,6.927775859832764
satehaze1k_test_moderate_034,moderate,23.084442138671875,0.9411212801933289,6.570737838745117
satehaze1k_test_moderate_035,moderate,24.6016902923584,0.954971432685852,6.283951282501221
satehaze1k_test_moderate_036,moderate,19.35055160522461,0.9304916858673096,8.61457633972168
satehaze1k_test_moderate_037,moderate,21.74504852294922,0.9243334531784058,9.579910278320312
satehaze1k_test_moderate_038,moderate,25.028860092163086,0.9373077154159546,6.336852073669434
satehaze1k_test_moderate_039,moderate,22.974260330200195,0.9315975308418274,6.90642786026001
satehaze1k_test_moderate_040,moderate,21.46817970275879,0.9049621820449829,9.321343421936035
satehaze1k_test_moderate_041,moderate,19.775711059570312,0.8899189233779907,11.759699821472168
satehaze1k_test_moderate_042,moderate,20.960113525390625,0.9033840298652649,8.25384521484375
satehaze1k_test_moderate_043,moderate,18.584138870239258,0.8644821047782898,10.86073112487793
satehaze1k_test_moderate_044,moderate,22.02878189086914,0.9366607069969177,9.129491806030273
