image_id,haze_level,psnr,ssim_gaussian11,deltaE00
satehaze1k_test_thin_001,thin,21.879966735839844,0.9131431579589844,6.474642753601074
satehaze1k_test_thin_002,thin,21.72708511352539,0.9042167067527771,6.534794330596924
satehaze1k_test_thin_003,thin,22.200803756713867,0.9208648800849915,6.3903937339782715
satehaze1k_test_thin_004,thin,22.738676071166992,0.9261624217033386,5.486024379730225
satehaze1k_test_thin_005,thin,23.81454849243164,0.9479937553405762,5.424659729003906
satehaze1k_test_thin_006,thin,24.023765563964844,0.957495927810669,4.9365234375
satehaze1k_test_thin_007,thin,25.54444122314453,0.9641859531402588,4.8890767097473145
satehaze1k_test_thin_008,thin,19.669029235839844,0.8383757472038269,7.42524528503418
satehaze1k_test_thin_009,thin,22.85112762451172,0.9429568648338318,5.840946674346924
satehaze1k_test_thin_010,thin,24.338985443115234,0.9523645043373108,5.279151916503906
satehaze1k_test_thin_011,thin,23.197372436523438,0.924585223197937,5.90641975402832
satehaze1k_test_thin_012,thin,23.99541473388672,0.9437133073806763,5.168646812438965
satehaze1k_test_thin_013,thin,24.015195846557617,0.9510003924369812,5.375223159790039
satehaze1k_test_thin_014,thin,23.04116439819336,0.9251610636711121,5.71167516708374
satehaze1k_test_thin_015,thin,19.12606430053711,0.798333466053009,8.224456787109375
satehaze1k_test_thin_016,thin,22.900718688964844,0.9451068043708801,5.864123821258545
satehaze1k_test_thin_017,thin,23.052135467529297,0.9286320209503174,6.124371528625488
satehaze1k_test_thin_018,thin,25.450851440429688,0.9593920111656189,4.839046001434326
satehaze1k_test_thin_019,thin,24.486068725585938,0.9621565937995911,5.287528038024902
satehaze1k_test_thin_020,thin,24.637840270996094,0.9538237452507019,4.953319072723389
satehaze1k_test_thin_021,thin,24.475147247314453,0.9530081152915955,4.789471626281738
satehaze1k_test_thin_022,thin,24.417238235473633,0.959500789642334,4.77178955078125
satehaze1k_test_thin_023,thin,21.331050872802734,0.8903151750564575,6.999111175537109
satehaze1k_test_thin_024,thin,25.335540771484375,0.9600947499275208,4.600500583648682
satehaze1k_test_thin_025,thin,24.68784523010254,0.9540689587593079,5.6173014640808105
satehaze1k_test_thin_026,thin,21.58180046081543,0.90555340051651,6.266942024230957
satehaze1k_test_thin_027,thin,21.03731346130371,0.8853697776794434,7.245061874389648
satehaze1k_test_thin_028,thin,25.265182495117188,0.9547132253646851,4.655198097229004
satehaze1k_test_thin_029,thin,22.569805145263672,0.9231772422790527,6.038121700286865
satehaze1k_test_thin_030,thin,23.999120712280273,0.9419771432876587,4.963918209075928
satehaze1k_test_thin_031,thin,23.256362915039062,0.9234811663627625,5.383840084075928
satehaze1k_test_thin_032,thin,22.255765914916992,0.9309656620025635,5.88992166519165
satehaze1k_test_thin_033,thin,24.75792121887207,0.9502816796302795,4.886015892028809
satehaze1k_test_thin_034,thin,24.7280216217041,0.952978253364563,4.783032417297363
satehaze1k_test_thin_035,thin,23.575868606567383,0.9524505734443665,5.722665786743164
satehaze1k_test_thin_036,thin,23.343965530395508,0.9334207773208618,5.8483171463012695
satehaze1k_test_thin_037,thin,20.37298011779785,0.8700443506240845,7.181349277496338
satehaze1k_test_thin_038,thin,23.900981903076172,0.9606166481971741,5.430276393890381
satehaze1k_test_thin_039,thin,24.278934478759766,0.9491466283798218,5.155839920043945
satehaze1k_test_thin_040,thin,24.53666877746582,0.9574557542800903,4.94058895111084
satehaze1k_test_thin_041,thin,23.008787155151367,0.9242960810661316,5.958259582519531
satehaze1k_test_thin_042,thin,23.627321243286133,0.9558222889900208,5.212021827697754
satehaze1k_test_thin_043,thin,23.037845611572266,0.9519361853599548,5.909310817718506
satehaze1k_test_thin_044,thin,24.258729934692383,0.9659097790718079,5.364237308502197
satehaze1k_test_thin_045,thin,22.437944412231445,0.9232973456382751,6.276595592498779
satehaze1k_test_moderate_001,moderate,16.11635398864746,0.5260477066040039,11.18775463104248
satehaze1k_test_moderate_002,moderate,19.20293617248535,0.673854649066925,8.781983375549316
satehaze1k_test_moderate_003,moderate,20.092838287353516,0.8108396530151367,7.497354507446289
satehaze1k_test_moderate_004,moderate,19.83894920349121,0.7490543723106384,8.249460220336914
satehaze1k_test_moderate_005,moderate,19.719425201416016,0.870477020740509,6.7775678634643555
satehaze1k_test_moderate_006,moderate,17.480377197265625,0.647081732749939,9.359745979309082
satehaze1k_test_moderate_007,moderate,24.076160430908203,0.8982945680618286,6.283559799194336
satehaze1k_test_moderate_008,moderate,17.41661834716797,0.5786839723587036,9.894807815551758
satehaze1k_test_moderate_009,moderate,19.04771614074707,0.7718916535377502,7.683001518249512
satehaze1k_test_moderate_010,moderate,23.982851028442383,0.9388508796691895,5.736642360687256
satehaze1k_test_moderate_011,moderate,21.59844398498535,0.8930562734603882,6.697365760803223
satehaze1k_test_moderate_012,moderate,26.948486328125,0.9452542066574097,4.9477739334106445
satehaze1k_test_moderate_013,moderate,26.74091148376465,0.9485334157943726,5.020661354064941
satehaze1k_test_moderate_014,moderate,22.01917266845703,0.8155642151832581,6.630660057067871
satehaze1k_test_moderate_015,moderate,20.327796936035156,0.7460029721260071,8.010354042053223
satehaze1k_test_moderate_016,moderate,20.84814453125,0.7687901258468628,7.483339309692383
satehaze1k_test_moderate_017,moderate,27.36438751220703,0.9702691435813904,5.045934200286865
satehaze1k_test_moderate_018,moderate,18.53059959411621,0.6465649604797363,9.059164047241211
satehaze1k_test_moderate_019,moderate,18.299671173095703,0.6529392600059509,9.89892864227295
satehaze1k_test_moderate_020,moderate,19.384113311767578,0.5611796975135803,9.224358558654785
satehaze1k_test_moderate_021,moderate,21.618370056152344,0.8569522500038147,6.549851417541504
satehaze1k_test_moderate_022,moderate,21.3581485748291,0.8170765042304993,6.741263389587402
satehaze1k_test_moderate_023,moderate,19.185504913330078,0.6845438480377197,8.304475784301758
satehaze1k_test_moderate_024,moderate,17.706432342529297,0.6059866547584534,9.760295867919922
satehaze1k_test_moderate_025,moderate,24.0833740234375,0.914348840713501,6.622389793395996
satehaze1k_test_moderate_026,moderate,17.070899963378906,0.5404727458953857,10.214744567871094
satehaze1k_test_moderate_027,moderate,20.065153121948242,0.7712185382843018,7.652642250061035
satehaze1k_test_moderate_028,moderate,17.103540420532227,0.5610660910606384,10.521683692932129
satehaze1k_test_moderate_029,moderate,17.603317260742188,0.6863811612129211,10.495189666748047
satehaze1k_test_moderate_030,moderate,18.638059616088867,0.5457204580307007,10.19913101196289
satehaze1k_test_moderate_031,moderate,17.464628219604492,0.6191967725753784,10.577412605285645
satehaze1k_test_moderate_032,moderate,25.903160095214844,0.9122580289840698,6.395192623138428
satehaze1k_test_moderate_033,moderate,20.416942596435547,0.7335688471794128,7.918104648590088
satehaze1k_test_moderate_034,moderate,17.801025390625,0.6893250942230225,9.542373657226562
satehaze1k_test_moderate_035,moderate,20.625173568725586,0.7981118559837341,7.827004432678223
satehaze1k_test_moderate_036,moderate,17.230892181396484,0.568962812423706,10.788290977478027
satehaze1k_test_moderate_037,moderate,18.026714324951172,0.537116289138794,10.035588264465332
satehaze1k_test_moderate_038,moderate,17.730304718017578,0.6735467910766602,9.515952110290527
satehaze1k_test_moderate_039,moderate,21.258745193481445,0.8265253901481628,7.584254741668701
satehaze1k_test_moderate_040,moderate,15.443948745727539,0.3647749125957489,12.496171951293945
satehaze1k_test_moderate_041,moderate,15.611942291259766,0.43637800216674805,12.949138641357422
satehaze1k_test_moderate_042,moderate,16.81114387512207,0.5519531965255737,10.819890975952148
satehaze1k_test_moderate_043,moderate,19.827592849731445,0.7928106188774109,8.67652416229248
satehaze1k_test_moderate_044,moderate,17.701189041137695,0.6263353228569031,9.944910049438477
satehaze1k_test_moderate_045,moderate,19.508790969848633,0.6298861503601074,9.35163688659668
satehaze1k_test_thick_001,thick,21.954761505126953,0.9103516936302185,6.854038715362549
satehaze1k_test_thick_002,thick,21.90507698059082,0.8995555639266968,6.372428894042969
satehaze1k_test_thick_003,thick,22.10030746459961,0.8953981995582581,6.861535549163818
satehaze1k_test_thick_004,thick,20.991323471069336,0.904874861240387,7.418661117553711
satehaze1k_test_thick_005,thick,23.022396087646484,0.9264841675758362,6.486825942993164
satehaze1k_test_thick_006,thick,22.61514663696289,0.9212514758110046,6.713130474090576
satehaze1k_test_thick_007,thick,21.26953125,0.9008773565292358,7.205843925476074
satehaze1k_test_thick_008,thick,22.732120513916016,0.9212228059768677,6.554438591003418
satehaze1k_test_thick_009,thick,23.128894805908203,0.9004942178726196,6.22930383682251
satehaze1k_test_thick_010,thick,21.347373962402344,0.8889123797416687,6.79213285446167
satehaze1k_test_thick_011,thick,22.723220825195312,0.9236211776733398,6.426339149475098
satehaze1k_test_thick_012,thick,22.832000732421875,0.8943448066711426,5.95565938949585
satehaze1k_test_thick_013,thick,21.379898071289062,0.9117532968521118,6.961639881134033
satehaze1k_test_thick_014,thick,22.124874114990234,0.8851046562194824,7.106477737426758
satehaze1k_test_thick_015,thick,22.659215927124023,0.9030176997184753,6.145213603973389
satehaze1k_test_thick_016,thick,22.713626861572266,0.9172041416168213,6.355334281921387
satehaze1k_test_thick_017,thick,22.60574722290039,0.9187295436859131,6.410366535186768
satehaze1k_test_thick_018,thick,21.481687545776367,0.8971126675605774,7.302096843719482
satehaze1k_test_thick_019,thick,22.438533782958984,0.9183257222175598,6.670693397521973
satehaze1k_test_thick_020,thick,22.628650665283203,0.9086909890174866,6.623866081237793
satehaze1k_test_thick_021,thick,21.181995391845703,0.8828474283218384,7.417356014251709
satehaze1k_test_thick_022,thick,22.805604934692383,0.9217806458473206,6.391820907592773
satehaze1k_test_thick_023,thick,23.301380157470703,0.9396867752075195,6.328927516937256
satehaze1k_test_thick_024,thick,22.47372817993164,0.8957520723342896,6.147565841674805
satehaze1k_test_thick_025,thick,22.29454803466797,0.8937376141548157,6.710691452026367
satehaze1k_test_thick_026,thick,21.112079620361328,0.8931353688240051,7.389571189880371
satehaze1k_test_thick_027,thick,21.976892471313477,0.9165787696838379,6.7513885498046875
satehaze1k_test_thick_028,thick,22.183237075805664,0.9085019826889038,6.484373569488525
satehaze1k_test_thick_029,thick,22.85606575012207,0.9228965044021606,6.562915802001953
satehaze1k_test_thick_030,thick,21.550691604614258,0.8958518505096436,6.735997200012207
satehaze1k_test_thick_031,thick,20.75507354736328,0.8964730501174927,7.606136798858643
satehaze1k_test_thick_032,thick,22.61503028869629,0.8952191472053528,6.868568420410156
satehaze1k_test_thick_033,thick,22.003616333007812,0.9044277667999268,6.5185770988464355
satehaze1k_test_thick_034,thick,21.495861053466797,0.9007978439331055,6.830289363861084
satehaze1k_test_thick_035,thick,22.361709594726562,0.8937839269638062,6.825455665588379
satehaze1k_test_thick_036,thick,22.184831619262695,0.916379988193512,6.464305400848389
satehaze1k_test_thick_037,thick,22.082427978515625,0.9167492985725403,6.732886791229248
satehaze1k_test_thick_038,thick,22.090436935424805,0.9081801176071167,6.581372261047363
satehaze1k_test_thick_039,thick,20.57585906982422,0.885016143321991,7.416302680969238
satehaze1k_test_thick_040,thick,20.875150680541992,0.8929482698440552,7.2603559494018555
satehaze1k_test_thick_041,thick,23.198017120361328,0.903762698173523,6.328517913818359
satehaze1k_test_thick_042,thick,22.01784896850586,0.9134705662727356,6.7667694091796875
satehaze1k_test_thick_043,thick,23.809375762939453,0.932600200176239,5.947786331176758
satehaze1k_test_thick_044,thick,22.49169921875,0.913813054561615,6.471451759338379
satehaze1k_test_thick_045,thick,20.15468978881836,0.8867615461349487,7.529308319091797
