image_id,haze_level,psnr,ssim_gaussian11,deltaE00
satehaze1k_test_thin_001,thin,24.139995574951172,0.9626162648200989,5.745569229125977
satehaze1k_test_thin_002,thin,25.106964111328125,0.9589430093765259,5.529378890991211
satehaze1k_test_thin_003,thin,23.770252227783203,0.9477756023406982,5.285246849060059
satehaze1k_test_thin_004,thin,25.158937454223633,0.9601157307624817,4.7615156173706055
satehaze1k_test_thin_005,thin,21.58306884765625,0.9343360662460327,6.259772300720215
satehaze1k_test_thin_006,thin,23.04379653930664,0.9531756639480591,5.447682857513428
satehaze1k_test_thin_007,thin,25.391921997070312,0.962510883808136,4.926749229431152
satehaze1k_test_thin_008,thin,23.91240882873535,0.9575822353363037,5.765069007873535
satehaze1k_test_thin_009,thin,21.785146713256836,0.9387367367744446,6.1453728675842285
satehaze1k_test_thin_010,thin,21.272619247436523,0.930741548538208,6.493546009063721
satehaze1k_test_thin_011,thin,23.668785095214844,0.9485805630683899,5.341066360473633
satehaze1k_test_thin_012,thin,22.65211296081543,0.94228196144104,5.740218639373779
satehaze1k_test_thin_013,thin,21.469135284423828,0.9320200681686401,6.372253894805908
satehaze1k_test_thin_014,thin,23.299577713012695,0.9520329236984253,5.592062473297119
satehaze1k_test_thin_015,thin,24.437349319458008,0.9643138647079468,5.639915466308594
satehaze1k_test_thin_016,thin,24.0257625579834,0.9598399996757507,5.391019344329834
satehaze1k_test_thin_017,thin,23.37724494934082,0.9510525465011597,5.959026336669922
satehaze1k_test_thin_018,thin,24.85692024230957,0.9543290734291077,4.908990859985352
satehaze1k_test_thin_019,thin,22.222984313964844,0.9482311606407166,5.943652153015137
satehaze1k_test_thin_020,thin,25.089195251464844,0.9558846950531006,4.647578239440918
satehaze1k_test_thin_021,thin,25.16793441772461,0.9600580930709839,4.686202526092529
satehaze1k_test_thin_022,thin,22.65888214111328,0.9525660276412964,5.624566078186035
satehaze1k_test_thin_023,thin,24.779138565063477,0.9554119110107422,5.661505222320557
satehaze1k_test_thin_024,thin,25.099390029907227,0.9607765674591064,4.753054141998291
satehaze1k_test_thin_025,thin,23.711532592773438,0.9480434656143188,5.78038215637207
satehaze1k_test_thin_026,thin,23.01439094543457,0.9502286314964294,5.6805949211120605
satehaze1k_test_thin_027,thin,25.12865447998047,0.9588276743888855,5.61514949798584
satehaze1k_test_thin_028,thin,24.925106048583984,0.9534953236579895,4.698736190795898
satehaze1k_test_thin_029,thin,23.912452697753906,0.9483732581138611,5.081026554107666
satehaze1k_test_thin_030,thin,25.037330627441406,0.957963228225708,4.791548252105713
satehaze1k_test_thin_031,thin,23.08551025390625,0.9449993968009949,5.599382400512695
satehaze1k_test_thin_032,thin,24.092636108398438,0.9603444933891296,5.3220438957214355
satehaze1k_test_thin_033,thin,23.902965545654297,0.9496679902076721,5.15288782119751
satehaze1k_test_thin_034,thin,25.183046340942383,0.9600197672843933,4.876062393188477
satehaze1k_test_thin_035,thin,21.37241554260254,0.9352735877037048,6.587601184844971
satehaze1k_test_thin_036,thin,24.045425415039062,0.9518378973007202,5.189050197601318
satehaze1k_test_thin_037,thin,20.848100662231445,0.9285264015197754,6.958352088928223
satehaze1k_test_thin_038,thin,24.07132911682129,0.961826741695404,5.340541839599609
satehaze1k_test_thin_039,thin,24.099817276000977,0.9488126039505005,5.024904727935791
satehaze1k_test_thin_040,thin,23.93214225769043,0.9554087519645691,5.024993419647217
satehaze1k_test_thin_041,thin,22.999130249023438,0.9499199390411377,5.659345626831055
satehaze1k_test_thin_042,thin,22.9019718170166,0.9525523781776428,5.481415271759033
satehaze1k_test_thin_043,thin,24.240102767944336,0.9614824056625366,5.272031784057617
satehaze1k_test_thin_044,thin,24.311843872070312,0.9639100432395935,5.236564636230469
satehaze1k_test_thin_045,thin,23.803865432739258,0.9477242231369019,5.290779113769531
satehaze1k_test_moderate_001,moderate,22.528339385986328,0.9466637372970581,5.879480361938477
satehaze1k_test_moderate_002,moderate,28.017301559448242,0.967380702495575,3.233259916305542
satehaze1k_test_moderate_003,moderate,27.63237762451172,0.9769570827484131,3.5950732231140137
satehaze1k_test_moderate_004,moderate,25.444091796875,0.9630605578422546,4.193187236785889
