image_id,haze_level,psnr,ssim_gaussian11,deltaE00
rrshid_test_0001_1,moderate,25.019014358520508,0.7776281833648682,4.490078926086426
rrshid_test_0002_1014,moderate,33.159969329833984,0.9089277386665344,1.978442907333374
rrshid_test_0003_1021,moderate,28.501317977905273,0.8777234554290771,2.9435997009277344
rrshid_test_0004_1048,moderate,33.13592529296875,0.9139593839645386,1.9535465240478516
rrshid_test_0005_1067,moderate,31.32004737854004,0.894551157951355,2.5657565593719482
rrshid_test_0006_1072,moderate,27.098962783813477,0.8232701420783997,3.485020637512207
rrshid_test_0007_108,moderate,22.20806121826172,0.853740930557251,6.354098796844482
rrshid_test_0008_1098,moderate,29.342432022094727,0.8865950703620911,2.7567827701568604
rrshid_test_0009_1101,moderate,25.329931259155273,0.7557004690170288,3.901878595352173
rrshid_test_0010_1108,moderate,29.690935134887695,0.8829753398895264,2.5889804363250732
rrshid_test_0011_1134,moderate,23.08051872253418,0.7948476672172546,5.238664627075195
rrshid_test_0012_1167,moderate,29.537038803100586,0.8617159128189087,2.875030517578125
rrshid_test_0013_1190,moderate,27.362991333007812,0.7731238603591919,3.3349380493164062
rrshid_test_0014_1201,moderate,29.189851760864258,0.8494554758071899,2.739596128463745
rrshid_test_0015_1209,moderate,28.087575912475586,0.8583424687385559,3.2495617866516113
rrshid_test_0016_1219,moderate,25.284271240234375,0.7598420977592468,4.082823753356934
rrshid_test_0017_1233,moderate,26.62224006652832,0.8443930745124817,2.845186233520508
rrshid_test_0018_1249,moderate,25.26870346069336,0.722797155380249,4.476204872131348
rrshid_test_0019_1253,moderate,21.955631256103516,0.6418628096580505,5.465841293334961
rrshid_test_0020_1264,moderate,30.723731994628906,0.9040937423706055,2.4826767444610596
rrshid_test_0021_1271,moderate,27.738676071166992,0.8166676163673401,2.950681447982788
rrshid_test_0022_1294,moderate,28.85749053955078,0.8559722900390625,2.8178787231445312
rrshid_test_0023_1299,moderate,28.95395278930664,0.8725196719169617,2.8650856018066406
rrshid_test_0024_1305,moderate,29.88092613220215,0.8386707901954651,2.9995503425598145
rrshid_test_0025_1311,moderate,27.23018455505371,0.7347187399864197,3.42702579498291
rrshid_test_0026_1321,moderate,27.909862518310547,0.8092944025993347,3.2989962100982666
rrshid_test_0027_1339,moderate,28.83422088623047,0.8575584888458252,3.0969362258911133
rrshid_test_0028_134,moderate,31.727027893066406,0.8528593182563782,2.309340000152588
rrshid_test_0029_136,moderate,30.60182762145996,0.7687510848045349,2.818963050842285
rrshid_test_0030_1398,moderate,27.221248626708984,0.8196038603782654,3.688016414642334
rrshid_test_0031_1408,moderate,26.832550048828125,0.820584237575531,3.594761371612549
rrshid_test_0032_1414,moderate,28.729747772216797,0.81123286485672,3.109292507171631
rrshid_test_0033_1443,moderate,28.148548126220703,0.7776285409927368,3.2220232486724854
rrshid_test_0034_145,moderate,21.303834915161133,0.8340476751327515,6.768838405609131
rrshid_test_0035_1453,moderate,30.130090713500977,0.8887025713920593,2.5793511867523193
rrshid_test_0036_1463,moderate,32.80598068237305,0.8747440576553345,2.247091293334961
rrshid_test_0037_1469,moderate,24.57181739807129,0.8328655958175659,4.779758930206299
rrshid_test_0038_154,moderate,26.03084373474121,0.7122083306312561,4.127857208251953
rrshid_test_0039_1542,moderate,31.344335556030273,0.8333515524864197,2.6669259071350098
rrshid_test_0040_1543,moderate,27.2358341217041,0.7668219804763794,3.7530412673950195
rrshid_test_0041_1555,moderate,25.94976043701172,0.7437745332717896,4.172111511230469
rrshid_test_0042_1561,moderate,28.010303497314453,0.7741967439651489,3.4148311614990234
rrshid_test_0043_1563,moderate,30.224199295043945,0.7853902578353882,2.90743088722229
rrshid_test_0044_1601,moderate,32.92056655883789,0.902955174446106,2.009615421295166
rrshid_test_0045_1606,moderate,20.11601448059082,0.45396509766578674,7.543835639953613
rrshid_test_0046_1608,moderate,20.764692306518555,0.5143471956253052,6.843345642089844
rrshid_test_0047_163,moderate,31.743165969848633,0.8789806365966797,2.32861590385437
rrshid_test_0048_1636,moderate,24.042177200317383,0.6699374914169312,4.804300785064697
rrshid_test_0049_1666,moderate,19.921995162963867,0.5398210287094116,7.42179012298584
rrshid_test_0050_1673,moderate,21.179031372070312,0.6314431428909302,6.590548992156982
rrshid_test_0051_1691,moderate,21.71591567993164,0.6287895441055298,6.19332218170166
rrshid_test_0052_1706,moderate,20.514427185058594,0.49309566617012024,7.272152900695801
rrshid_test_0053_1741,moderate,20.5394344329834,0.6007646918296814,6.961416721343994
rrshid_test_0054_1787,moderate,23.20916748046875,0.3645462393760681,5.421300888061523
rrshid_test_0055_1809,moderate,21.456401824951172,0.5231287479400635,6.638614654541016
rrshid_test_0056_1810,moderate,20.56170654296875,0.5384882092475891,7.275832176208496
rrshid_test_0057_1814,moderate,22.33482551574707,0.6593895554542542,5.539162635803223
rrshid_test_0058_1822,moderate,18.489498138427734,0.39762672781944275,9.199859619140625
rrshid_test_0059_1844,moderate,19.067096710205078,0.5351598858833313,7.795507431030273
rrshid_test_0060_1856,moderate,17.440242767333984,0.3195149004459381,9.78602409362793
rrshid_test_0061_1869,moderate,15.428089141845703,0.20486041903495789,12.74289321899414
rrshid_test_0062_1873,moderate,17.59776496887207,0.21509060263633728,9.988250732421875
rrshid_test_0063_1899,moderate,17.119001388549805,0.35787418484687805,11.222553253173828
rrshid_test_0064_1900,moderate,20.149826049804688,0.6045138835906982,8.083623886108398
rrshid_test_0065_1929,moderate,16.712364196777344,0.18339677155017853,11.558880805969238
rrshid_test_0066_193,moderate,26.271135330200195,0.8073136210441589,4.079072952270508
rrshid_test_0067_1931,moderate,17.35328483581543,0.14478522539138794,10.411050796508789
rrshid_test_0068_1935,moderate,16.11196517944336,0.2864707410335541,12.193060874938965
rrshid_test_0069_1961,moderate,21.99234390258789,0.5804305672645569,6.397222995758057
rrshid_test_0070_1985,moderate,20.590213775634766,0.381069153547287,7.9157209396362305
rrshid_test_0071_1989,moderate,21.998098373413086,0.4664285480976105,6.253330707550049
rrshid_test_0072_2040,moderate,17.43899917602539,0.6607221364974976,10.344073295593262
rrshid_test_0073_2041,moderate,23.099634170532227,0.759960949420929,5.107882976531982
rrshid_test_0074_2044,moderate,14.952068328857422,0.5046993494033813,13.236845016479492
rrshid_test_0075_2049,moderate,22.530431747436523,0.5641682744026184,5.4985198974609375
rrshid_test_0076_2060,moderate,26.336252212524414,0.5893397331237793,3.7531847953796387
rrshid_test_0077_2061,moderate,23.989866256713867,0.6064519286155701,4.850620746612549
rrshid_test_0078_2106,moderate,21.996545791625977,0.6766859292984009,5.881660461425781
rrshid_test_0079_2107,moderate,23.662450790405273,0.6184493899345398,4.837780475616455
rrshid_test_0080_2108,moderate,24.013206481933594,0.5289363265037537,4.524493217468262
rrshid_test_0081_2116,moderate,22.880544662475586,0.6556611061096191,5.342638969421387
rrshid_test_0082_2132,moderate,24.521774291992188,0.675956666469574,4.516375541687012
rrshid_test_0083_2143,moderate,23.25515365600586,0.6899319291114807,5.113223552703857
rrshid_test_0084_2146,moderate,14.383040428161621,0.42212986946105957,14.833712577819824
rrshid_test_0085_2174,moderate,25.816448211669922,0.6936630010604858,3.996870279312134
rrshid_test_0086_2236,moderate,24.661067962646484,0.5554810166358948,4.35909366607666
rrshid_test_0087_2237,moderate,24.288328170776367,0.5534110069274902,4.58272647857666
rrshid_test_0088_2261,moderate,23.281591415405273,0.741073489189148,4.891420364379883
rrshid_test_0089_2297,moderate,20.123287200927734,0.7468338012695312,6.544358253479004
rrshid_test_0090_2299,moderate,20.654067993164062,0.7553356885910034,6.342308044433594
rrshid_test_0091_2313,moderate,22.102258682250977,0.6958310008049011,6.481106281280518
rrshid_test_0092_2331,moderate,24.354732513427734,0.710411548614502,4.900698184967041
rrshid_test_0093_2350,moderate,24.346004486083984,0.6759332418441772,5.444562911987305
rrshid_test_0094_2386,moderate,23.171260833740234,0.6445924043655396,5.899578094482422
rrshid_test_0095_2405,moderate,20.877151489257812,0.6451050043106079,7.692317962646484
rrshid_test_0096_2408,moderate,19.90719223022461,0.6498095393180847,7.0400824546813965
rrshid_test_0097_2427,moderate,20.47420310974121,0.6914372444152832,6.982443809509277
rrshid_test_0098_2434,moderate,22.2219181060791,0.68049556016922,5.942486763000488
rrshid_test_0099_2444,moderate,24.932527542114258,0.8147892355918884,4.8751068115234375
rrshid_test_0100_2446,moderate,19.671079635620117,0.751107394695282,7.001985549926758
rrshid_test_0101_2447,moderate,22.971660614013672,0.7382785081863403,5.240458011627197
rrshid_test_0102_2474,moderate,23.521596908569336,0.8065415024757385,4.732861518859863
rrshid_test_0103_2483,moderate,18.823034286499023,0.6628458499908447,8.147886276245117
rrshid_test_0104_2505,moderate,22.537900924682617,0.8334797024726868,6.2490973472595215
rrshid_test_0105_2550,moderate,19.34198570251465,0.7879990935325623,8.50413990020752
rrshid_test_0106_2561,moderate,27.122417449951172,0.8261153697967529,3.808121681213379
rrshid_test_0107_2583,moderate,24.267446517944336,0.6568747758865356,4.914971351623535
rrshid_test_0108_2585,moderate,21.860525131225586,0.7762126922607422,6.524287700653076
rrshid_test_0109_2615,moderate,22.21603012084961,0.7163196802139282,6.283662796020508
rrshid_test_0110_2637,moderate,20.177448272705078,0.647489070892334,6.757652282714844
rrshid_test_0111_2650,moderate,22.411518096923828,0.6861496567726135,5.873551368713379
rrshid_test_0112_2689,moderate,18.9647159576416,0.6123347282409668,7.5409698486328125
rrshid_test_0113_2691,moderate,20.747390747070312,0.5971274375915527,6.849468231201172
rrshid_test_0114_2719,moderate,19.51542091369629,0.41619357466697693,7.904233455657959
rrshid_test_0115_2720,moderate,19.235408782958984,0.3816181421279907,8.38551139831543
rrshid_test_0116_2790,moderate,21.26253890991211,0.5038217902183533,6.909937858581543
rrshid_test_0117_2791,moderate,20.022172927856445,0.4496735632419586,8.140746116638184
rrshid_test_0118_2809,moderate,21.04415512084961,0.46430420875549316,7.106324195861816
rrshid_test_0119_2836,moderate,20.395641326904297,0.6092899441719055,7.18757438659668
rrshid_test_0120_2839,moderate,23.500471115112305,0.5944653153419495,5.1415276527404785
rrshid_test_0121_2859,moderate,23.400772094726562,0.5941511392593384,5.863141059875488
rrshid_test_0122_2888,moderate,24.401643753051758,0.6392282247543335,4.575040817260742
rrshid_test_0123_2913,moderate,23.704120635986328,0.6708170175552368,4.436774730682373
rrshid_test_0124_292,moderate,26.254709243774414,0.7919602394104004,3.9827539920806885
rrshid_test_0125_320,moderate,26.756580352783203,0.7506915926933289,3.7726242542266846
rrshid_test_0126_337,moderate,29.794862747192383,0.8265513181686401,2.9603257179260254
rrshid_test_0127_338,moderate,30.067352294921875,0.8347955942153931,2.871614694595337
rrshid_test_0128_35,moderate,29.848440170288086,0.8154974579811096,2.7050769329071045
